custos_previstos_orc,custos_previstos_obra,custos_prev_subemp,facturação_prevista_orc,facturação_prevista_obra,custos_prevmat_obra,custos_prevserv_obra,dias,Desvios_custo_total_categorico,directorobra_António Costa,directorobra_Carlos Fernandes,directorobra_Carlos Martins,directorobra_João Fernandes,directorobra_João Pinto,directorobra_Mickael Barbosa,directorobra_Nuno Alves,directorobra_Não Ativos,directorobra_Pedro Lopes,tipoobra_Corian,tipoobra_Fachadas,tipoobra_Fenólicos,tipoobra_Outros,tipoobra_Paredes e tectos,tipoobra_Pavimentos,area_Argélia,area_Camarões,area_Centro,area_Chile,area_França,area_Ghana,area_Guiné Equatorial,area_Lisboa,area_Moçambique,area_Norte,area_Portugal,area_Reino Unido,area_Sul,vendedor_nome_CRISTIANO FERREIRA,vendedor_nome_CRISTIANO+RUI VEIGA,vendedor_nome_DVM GLOBAL,vendedor_nome_DVM GLOBAL+RUI VEIGA,vendedor_nome_FRANCISCO COSTA,vendedor_nome_FRANCISCO+RUI VEIGA,vendedor_nome_NUNO DURÃES,vendedor_nome_RUI VEIGA
"4066,76","4165,04","473,24","5671,62","5671,62","3003,41","1161,62",75,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"33405,05","34666,86","1554,5","42903,29","44603,38","29013,86","5653,0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5106,35","6101,98","2938,88","7759,32","8898,12","2518,44","3583,54",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1639,62","1134,1","211,2","2268,45","1618,8","850,1","284,0",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"0,0","77398,46","0,0","0,0","96267,01","48306,46","29092,0",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"579,29","579,29","0,0","900,0","900,0","279,29","300,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10093,2","11141,03","6243,25","12464,4","13813,0","4817,78","6323,25",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1128971,99","572765,93","0,0","1410428,0","705214,0","390520,93","182245,0",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"561033,71","361704,53","195093,79","714371,8","460659,6","161679,41","200025,12",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"27601,48","34651,09","15582,74","35762,02","44999,53","24561,9","10089,19",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"25809,29","27799,29","13029,82","33500,86","35480,86","18135,22","9664,08",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1871,48","1927,48","0,0","3074,55","3179,55","632,48","1295,0",21,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"27796,85","27160,01","6871,2","34118,95","33335,11","20033,31","7126,7",210,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"671,31","671,31","195,0","1128,06","1128,06","390,06","281,25",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5866,91","996,07","125,0","1325,0","1325,0","634,41","361,66",69,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"6251,33","7396,0","6748,0","8599,54","12922,0","0,0","7396,0",0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1197,28","1197,28","342,0","1609,12","1609,12","595,28","602,0",43,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"125175,82","70697,07","17305,54","157296,75","89087,91","30106,35","40590,72",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"653,03","653,03","0,0","731,4","731,4","237,73","415,3",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"0,0","3457,0","1567,5","0,0","5033,5","1687,0","1770,0",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"3289,37","3289,37","338,49","4037,41","4037,41","2950,87","338,49",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"833,75","833,75","100,0","1033,0","1033,0","261,52","572,23",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"66353,4","64252,0","37819,11","88182,04","85438,55","26359,51","37892,49",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"988,17","767,37","0,0","1362,47","1016,23","695,33","72,04",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"6131,81","6131,81","445,6","8370,27","8370,27","4477,89","1653,92",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"21887,47","8798,06","2374,69","28452,16","11437,65","6302,08","2495,98",175,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"124360,9","64480,6","67905,62","156812,0","81483,62","27422,02","37058,58",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14005,93","14005,93","0,0","20110,44","20110,44","6771,16","7234,77",0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"233,07","233,07","70,0","313,25","313,25","163,07","70,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7217,03","7217,03","1184,46","9201,55","9201,55","4713,2","2503,83",0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"35216,95","35216,95","4866,03","43424,99","43424,99","21514,67","13702,28",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"356313,47","482584,91","154300,68","480312,37","649192,41","251386,23","231198,68",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2614,38","2614,38","324,7","3445,95","3445,95","1817,28","797,1",56,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"29442,44","29341,82","3466,1","40215,14","40094,99","16561,33","12780,49",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"22276,74","37714,69","11285,32","31366,74","52287,3","16432,05","21282,65",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"90153,35","30710,16","11589,38","115447,15","39014,85","15109,58","15600,58",204,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"3048,84","3048,84","0,0","2501,28","2501,28","2508,84","540,0",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"5801,68","5801,68","1071,0","7905,37","7905,37","3418,84","2382,84",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1486,87","1486,87","510,0","2024,78","2024,78","908,87","578,0",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"22288,27","27286,88","20513,0","31104,35","27392,04","15900,53","11386,35",0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10901,24","12560,74","6196,68","14148,85","16818,07","5705,65","6855,1",208,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2212107,56","2218661,49","86080,0","3165309,07","3134811,34","1707421,49","511240,0",0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1711,7","2080,16","571,27","2320,82","2658,37","1339,8","740,36",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3362,29","3362,29","0,0","4306,47","4306,47","2240,24","1122,05",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"51529,45","51529,45","20176,63","66992,1","66992,1","19177,08","32352,36",531,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"116231,65","116231,65","50837,05","141936,57","281213,17","81369,29","34862,36",389,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"126285,05","178479,35","78901,54","139778,91","234537,22","90349,19","88130,16",371,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"610,24","610,24","78,97","832,71","832,71","478,92","131,32",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1052932,58","1058632,58","133845,06","1321571,63","1321571,63","552141,92","506490,66",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"137,9","235,77","0,0","184,43","383,38","228,77","7,0",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"91945,47","133177,27","31287,45","64698,04","110042,86","79908,42","53268,85",601,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"398814,11","416650,22","29669,11","961072,83","961072,92","236633,47","180016,76",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3308,38","3308,38","848,32","4446,44","4447,44","2460,06","848,32",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1222,97","1222,97","0,0","1638,65","1638,65","670,47","552,5",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"41980,87","41980,87","7938,8","54186,94","54186,94","33283,87","8697,0",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"868,57","868,57","220,0","1348,32","1348,32","428,57","440,0",0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"8974,74","9390,89","4480,75","11574,7","12112,75","4462,64","4928,25",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1081,19","1081,19","114,95","1514,55","1514,55","966,24","114,95",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7442,71","7442,71","4902,0","10059,8","10059,8","2024,71","5418,0",0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"107116,48","118783,96","40038,5","141144,57","153413,75","91883,19","26900,77",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6902,25","4086,57","491,32","9704,32","5762,4","2562,85","1523,72",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"4684,07","4684,07","897,6","6331,0","6331,0","3766,47","917,6",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5263,2","5435,46","3243,61","6805,55","7029,76","1884,55","3550,91",70,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"35114,8","44407,76","4889,07","48759,66","60771,3","32483,79","11923,97",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"8423,28","9017,25","3712,77","10582,87","11365,1","3707,91","5309,33",0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2,0","34682,31","11270,67","2,35","44550,01","20685,4","13996,91",319,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"474,2","474,2","55,0","653,26","653,26","259,2","215,0",87,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1137,37","1137,37","154,55","1490,44","1490,44","772,72","364,65",60,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1702,01","1702,01","107,71","2179,32","2179,32","1293,9","408,11",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"915,18","915,18","840,0","1500,0","1500,0","75,18","840,0",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1488,24","1488,24","425,0","2000,05","2000,05","723,24","765,0",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3468,16","3468,16","298,5","4262,16","4262,16","2069,52","1398,64",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"287,39","287,39","30,0","386,24","386,24","197,39","90,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"56728,99","56493,25","62474,2","76835,2","76500,0","21347,76","35145,48",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6015,43","6179,91","5138,85","9786,75","10727,94","2235,85","3944,06",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2204,04","2204,04","189,25","2270,32","2270,32","1396,88","807,16",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"4244,0","4244,0","0,0","5320,0","5320,0","2669,0","1575,0",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"16164,43","16164,43","0,0","21699,82","21699,82","9123,68","7040,75",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"9793,32","221842,46","733815,84","14089,04","285428,46","100539,23","121303,23",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1644,79","1354,52","262,5","2520,0","1501,5","1092,02","262,5",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"9417,89","9417,89","2468,02","13232,38","13232,38","6686,37","2731,52",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"74774,43","77638,44","35126,27","95611,65","99611,07","46335,91","31302,53",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2650,01","2650,01","715,0","3561,59","3561,59","1315,01","1335,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"52644,36","52645,36","55479,75","68182,57","68182,57","27377,05","25268,31",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"14724,44","15481,72","7893,35","18491,5","19086,87","6382,9","9098,82",481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"609,87","609,87","249,68","819,67","819,67","353,84","256,03",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1015,81","998,72","259,0","1355,5","1332,0","702,72","296,0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"15027,34","15027,34","0,0","20000,02","20000,02","6837,09","8190,25",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"798,16","410,81","45,0","1315,88","697,31","295,81","115,0",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3466,79","3466,79","715,0","4582,2","4582,2","2342,79","1124,0",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"796,77","796,77","360,0","1000,0","1000,0","326,77","470,0",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"667,17","667,17","60,0","1002,37","1002,37","352,17","315,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"81,09","5235,19","0,0","108,98","7035,68","1882,64","3352,55",0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"15657,58","17233,94","7979,97","20595,75","23543,28","6033,3","11200,64",71,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"172,32","285,42","0,0","0,0","367,62","206,42","79,0",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1299,24","1331,52","0,0","2728,4","4479,71","681,52","650,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2658,22","2658,22","185,0","3450,51","3450,51","2028,22","630,0",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"41636,97","38403,28","14169,03","53190,54","49050,81","28173,78","10229,51",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"17506,42","17506,42","6700,05","23600,0","23600,0","12958,07","4548,35",0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"8410,7","8410,7","531,4","11057,69","11057,69","6394,65","2016,05",6,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"22970,24","22970,24","7079,93","29884,05","29884,05","14965,76","8004,48",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"247017,31","247235,17","0,0","321738,07","322024,27","120563,75","126671,41",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"47456,53","49956,53","13680,78","62496,78","62496,78","35899,71","14056,82",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2916,21","2916,21","611,33","3882,41","3882,41","2208,86","707,35",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"112703,07","153716,92","0,0","250000,33","250000,33","110631,63","43085,29",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"99971,25","99314,41","19419,63","143649,77","143291,77","59831,19","39483,22",0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"126283,3","122274,66","31317,33","163621,58","158828,72","91862,34","30412,32",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"347247,2","347247,2","7272,12","1139999,11","1139999,11","315042,89","32204,31",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"11853,9","11853,9","1893,71","15381,33","15381,33","9340,3","2513,6",0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"226555,66","328875,53","117581,99","283083,59","545899,7","88294,84","240580,69",285,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"24905,94","26932,8","11999,14","30204,67","32184,67","13540,15","13392,65",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"13537,52","13537,52","12834,0","16684,2","16684,2","8831,72","4705,8",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"14430,72","152818,64","74496,89","20074,84","198896,84","60354,94","92463,7",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1659,27","1659,27","393,05","2171,66","2171,66","1151,08","508,18",43,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"90314,96","59638,82","24926,29","113956,7","74600,92","28425,62","31213,2",176,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"24373,4","25065,47","1921,32","31460,93","32685,41","10513,56","14551,92",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"11646,58","4748,7","0,0","14880,34","5700,0","1720,97","3027,73",40,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"25959,44","24467,34","23156,44","33973,24","31303,57","11823,91","12643,43",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"4219,0","1788,22","151,2","5099,5","2593,55","1149,61","638,61",0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1622,14","2341,09","800,0","2248,58","2775,74","482,32","1858,77",66,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
